name,category,rarity,value,capacity,how_to_get,icon
Tranq Knife,Supply,4,0,5,Combine Tranquilizer and Throwing Knife,https://static.wikia.nocookie.net/monsterhunter/images/0/08/MH4G-Knife_Icon_Red.png
Royal Honey,Account,3,120,10,Gather from beehives in the Misty Peaks,https://static.wikia.nocookie.net/monsterhunter/images/b/b9/MH4G-Webbing_Icon_Red.png
Unique Mushroom,Account,2,40,10,"Carve Mosswine or gather from Mushroom spots in Jurassic Frontier, Verdant Hills, Misty Peaks, Deserted Island, Marshlands, Ancestral Steppe, and Jungle",https://static.wikia.nocookie.net/monsterhunter/images/4/41/MH4G-Mushroom_Icon_White.png
Choice Mushroom,Account,2,300,10,"Carve High and G-Rank Mosswine or gather from Mushroom spots in Jurassic Frontier, Verdant Hills, Misty Peaks, Deserted Island, Marshlands, Ancestral Steppe, and Jungle",https://static.wikia.nocookie.net/monsterhunter/images/4/41/MH4G-Mushroom_Icon_White.png
Ripened Mushroom,Account,3,50,10,Shiny Drop from Altaroth when they have Blue Stomach,https://static.wikia.nocookie.net/monsterhunter/images/9/90/MH4G-Mushroom_Icon_Green.png
Great Shroom,Account,3,500,10,Gather from Mushroom spots in the Misty Peaks,https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Mushroom_Icon_Orange.png
Abyssal Mushroom,Account,2,120,10,Gather from Mushroom spots in the depths of the Jurassic Frontier,https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Mushroom_Icon_Brown.png
Super Sprout,Account,2,60,10,Gather from bamboo shoots in the Misty Peaks,https://static.wikia.nocookie.net/monsterhunter/images/3/3a/FourthGen-Bamboo_Icon_Yellow.png
Tropical Berry,Account,3,40,10,Gathering from the Dunes or Desert,https://static.wikia.nocookie.net/monsterhunter/images/0/0c/MH4G-Seed_Icon_Red.png
Mountain Herbs,Account,4,50,20,Gathering at plants in the Arctic Ridge,https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Herb_Icon_Light_Blue.png
Unique Fern,Account,2,55,20,Gathering at plants in the Jurassic Frontier,https://static.wikia.nocookie.net/monsterhunter/images/f/f6/MH4G-Herb_Icon_Green.png
Choice Fern,Account,4,550,10,Gathering at plants in High-rank Jurassic Frontier,https://static.wikia.nocookie.net/monsterhunter/images/f/f6/MH4G-Herb_Icon_Green.png
Goldenfish,Account,3,500,10,Fishing in most areas or by using a Goldenfish Bait,https://static.wikia.nocookie.net/monsterhunter/images/1/12/MH4G-Fish_Icon_Yellow.png
Silverfish,Account,5,1500,10,"Fishing in High-rank Misty Peaks, Dunes, Deserted Island, Marshlands, Primal Forest, Desert, and Jungle",https://static.wikia.nocookie.net/monsterhunter/images/a/a1/MH4G-Fish_Icon_White.png
Brocadefish,Account,3,540,10,Fishing in Jurassic Frontier and Arctic Ridge,https://static.wikia.nocookie.net/monsterhunter/images/8/8c/MH4G-Fish_Icon_Red.png
King Brocadefish,Account,5,1620,10,Fishing in High-rank Jurassic Frontier and Arctic Ridge,https://static.wikia.nocookie.net/monsterhunter/images/8/8c/MH4G-Fish_Icon_Red.png
Premium Sashimi,Account,5,180,10,Fishing in Verdant Hills,https://static.wikia.nocookie.net/monsterhunter/images/a/a1/MH4G-Fish_Icon_White.png
Royal Rhino,Account,2,80,10,"Catch in Primal Forest, Marshlands, Jurassic Frontier, and Verdant Hills",https://static.wikia.nocookie.net/monsterhunter/images/8/89/MH4G-Bug_Icon_Light_Blue.png
Divine Rhino,Account,4,1000,10,Catch in High rank areas,https://static.wikia.nocookie.net/monsterhunter/images/8/89/MH4G-Bug_Icon_Light_Blue.png
Silver Cricket,Account,2,210,10,"Catch in Deserted Island, Ancestral Steppe, Volcanic Hollow, and Ruined Pinnacle",https://static.wikia.nocookie.net/monsterhunter/images/d/d3/MH4G-Bug_Icon_White.png
Gold Cricket,Account,4,980,10,"Catch in High-rank Deserted Island, Ancestral Steppe, Volcanic Hollow, and Ruined Pinnacle",https://static.wikia.nocookie.net/monsterhunter/images/3/37/MH4G-Bug_Icon_Yellow.png
Immortal Moth,Account,2,160,10,Catch in Jurassic Frontier,https://static.wikia.nocookie.net/monsterhunter/images/9/98/MH4G-Bug_Icon_Teal.png
Large Immortal Moth,Account,4,1200,10,Catch in High-rank Jurassic Frontier,https://static.wikia.nocookie.net/monsterhunter/images/9/98/MH4G-Bug_Icon_Teal.png
Auristone Piece,Account,3,200,10,"Mining in Verdant Hills, Arctic Ridge, Dunes, Deserted Island, Marshlands, Ancestral Steppe, Desert, and Jungle",https://static.wikia.nocookie.net/monsterhunter/images/9/94/MH4G-Ore_Icon_Yellow.png
Auristone Chunk,Account,4,1000,10,"Mining in High-rank Verdant Hills, Arctic Ridge, Dunes, Deserted Island, Marshlands, Ancestral Steppe, Desert, and Jungle",https://static.wikia.nocookie.net/monsterhunter/images/9/94/MH4G-Ore_Icon_Yellow.png
Balmstone Piece,Account,3,180,10,Mining in Misty Peaks,https://static.wikia.nocookie.net/monsterhunter/images/9/9e/MH4G-Ore_Icon_Pink.png
Balmstone Chunk,Account,4,900,10,Mining in High-rank Misty Peaks,https://static.wikia.nocookie.net/monsterhunter/images/9/9e/MH4G-Ore_Icon_Pink.png
Dragon Amber Piece,Account,3,180,10,Mining in Jurassic Frontier,https://static.wikia.nocookie.net/monsterhunter/images/d/d1/MH4G-Ore_Icon_Orange.png
Dragon Amber Chunk,Account,4,1400,10,Mining in High-rank Jurassic Frontier,https://static.wikia.nocookie.net/monsterhunter/images/d/d1/MH4G-Ore_Icon_Orange.png
Crystal Bone,Account,2,60,10,Mining in Primal Forest,https://static.wikia.nocookie.net/monsterhunter/images/5/5c/MH4G-Bone_Icon_Purple.png
Bloodstone,Account,3,90,10,Mining in Frozen Seaway,https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Ore_Icon_Red.png
Deep Bloodstone,Account,4,900,10,Mining in Frozen Seaway,https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Ore_Icon_Red.png
Coal,Account,3,60,10,Mining in Volcano and Volcanic Hollow or gather from Uragaan's body,https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png
Volatile Coal,Account,4,1250,10,Mining in High-rank Volcano and Volcanic Hollow or gather from Uragaan's body,https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Ore_Icon_Red.png
Fossilized Bone,Account,2,60,10,Gathering from Bones Piles from most Areas,https://static.wikia.nocookie.net/monsterhunter/images/f/ff/MH4G-Bone_Icon_White.png
Decayed Scale,Account,5,200,10,Gather or mine from Kushala Daora skin,https://static.wikia.nocookie.net/monsterhunter/images/d/d3/MH4G-Scale_Icon_Grey.png
White Liver,Account,2,50,10,Carve from Kelbi and Anteka,https://static.wikia.nocookie.net/monsterhunter/images/0/05/MH4G-Meat_Icon_White.png
Slagtoth Oil,Account,3,60,10,Carve Slagtoth,https://static.wikia.nocookie.net/monsterhunter/images/9/90/MH4G-Medicine_Icon_Green.png
Secret Stash,Account,3,80,10,Shiny Drop from Melynx,https://static.wikia.nocookie.net/monsterhunter/images/1/17/MH4G-Seed_Icon_Green.png
Round Acorn,Account,3,0,10,Shiny Drop from Felyne,https://static.wikia.nocookie.net/monsterhunter/images/1/17/MH4G-Seed_Icon_Green.png
Fine Stomach,Account,2,400,10,Shiny Drop from Altaroth when they have Blue Stomach,https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png
Luminous Stomach,Account,3,800,10,Shiny Drop from Altaroth when they have Gold Stomach,https://static.wikia.nocookie.net/monsterhunter/images/6/6b/MH4G-Sac_Icon_Orange.png
Monster Guts,Account,3,90,10,Carve Zamite,https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png
Piscine Liver,Account,3,90,10,"Carve Cephalos, Shiny Drop from Cephadrome",https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png
Popo Tongue,Account,3,60,10,Carve Popo,https://static.wikia.nocookie.net/monsterhunter/images/f/f1/MH4G-Meat_Icon_Red.png
Apceros Liver,Account,3,200,10,Carve Apceros,https://static.wikia.nocookie.net/monsterhunter/images/b/b1/MH4G-Monster_Parts_Icon_Yellow.png
Ancient Berry,Account,2,120,10,Shiny Drop from Larinoth while they are eating,https://static.wikia.nocookie.net/monsterhunter/images/2/26/MH4G-Seed_Icon_Dark_Green.png
Water Lily Root,Account,3,80,10,Shiny Drop from Larinoth while they are drinking,https://static.wikia.nocookie.net/monsterhunter/images/3/3d/MH4G-Herb_Icon_Dark_Green.png
Water Lily Tuber,Account,4,800,10,Shiny Drop from Larinoth while they are drinking,https://static.wikia.nocookie.net/monsterhunter/images/3/3d/MH4G-Herb_Icon_Dark_Green.png
Moofah Fur,Account,3,50,10,Shiny Drop or Carve from Moofah,https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Hide_Icon_Yellow.png
Beautiful Shell,Account,2,40,10,Gather at beachside bone piles in the Jungle,https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Scale_Icon_Pink.png
Comet Rock,Account,4,1250,10,Mine in Ruined Pinnacle,https://static.wikia.nocookie.net/monsterhunter/images/a/a0/FourthGen-Ore_Icon_Dark_Red.png
Tall Mushroom,Account,4,700,10,Gather mushrooms in Ruined Pinnacle,https://static.wikia.nocookie.net/monsterhunter/images/1/17/MH4G-Mushroom_Icon_Grey.png
Dragon Healing Crystal,Account,8,5000,99,Gather from Lao-Shan Lung's back,https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png
Gargwa Egg,Account,4,0,1,Egg Drop from Gargwa,https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Egg_Icon_Blue.png
Gold Gargwa Egg,Account,5,500,1,Golden Egg Drop from Gargwa,https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Egg_Icon_Yellow.png
Wyvern Egg,Account,5,0,1,Gathering from the Wyvern Nest in each Area.,https://static.wikia.nocookie.net/monsterhunter/images/a/a8/MH4G-Egg_Icon_White.png
Sootstone Ore,Account,5,800,1,Mine the Special Ore Spot in Low-rank Marshlands and High-/Grank Arctic Ridge and Volcanic Hollow,https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png
Quartz Ore,Account,5,2500,1,Mine the Special Ore Spot in High and G-rank Marshlands,https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png
Powderstone,Account,5,800,1,Gathering in the Volcanic Hollow and Volcano,https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Ore_Icon_Red.png
Carnivore Egg,Account,5,700,1,Gathering from the Carnivore Nest in the Arctic Ridge and Jungle and G-rank Jurassic Frontier,https://static.wikia.nocookie.net/monsterhunter/images/a/ab/MH4G-Egg_Icon_Orange.png
Meteor Chunk,Account,5,1000,1,Mining from the Meteor in Area 8 of the Dunes,https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ore_Icon_Blue.png
Eternal Fossil,Account,5,1500,1,Mining from the Fossil in Area 11 of the Jurassic Frontier,https://static.wikia.nocookie.net/monsterhunter/images/2/25/MH4G-Ore_Icon_Grey.png
Herbivore Egg,Account,5,700,1,Gathering from the Herbivore Nest in Area 10 of the Desert,https://static.wikia.nocookie.net/monsterhunter/images/7/7d/MH4G-Egg_Icon_Brown.png
Guild Flag,Account,3,0,1,Supply Box during Kirin Quests in the Arctic Ridge,https://static.wikia.nocookie.net/monsterhunter/images/4/4b/MH4G-Question_Mark_Icon_Yellow.png
Gargwa Guano,Account,2,25,10,Shiny Drop from Gargwa,https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Dung_Icon_Brown.png
Territorial Dung,Account,3,500,10,Shiny Drop from Blangonga and Congalala,https://static.wikia.nocookie.net/monsterhunter/images/c/c0/MH4G-Dung_Icon_Orange.png
Territorial Dung+,Account,5,2500,10,Shiny Drop from High-rank Blangonga and Congalala,https://static.wikia.nocookie.net/monsterhunter/images/c/c0/MH4G-Dung_Icon_Orange.png
Drone Substance,Account,3,450,10,Shiny Drop from Neopteron and Temnoceran Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/c/c7/MH4G-Medicine_Icon_Yellow.png
Queen Substance,Account,5,2200,10,Shiny Drop from Neopteron and Temnoceran Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/c/c7/MH4G-Medicine_Icon_Yellow.png
Toad Tear,Account,3,400,10,Low-rank Shiny Drop from Amphibian Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/7/7b/MH4G-Monster_Parts_Icon_Brown.png
Large Toad Tear,Account,5,1800,10,High rank Shiny Drop from Amphibian Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/7/7b/MH4G-Monster_Parts_Icon_Brown.png
Carapaceon Brains,Account,3,10,10,Carve Hermitaur and Ceanataur,https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Monster_Parts_Icon_Orange.png
Carapaceon Brains+,Account,3,50,10,Carve High-rank Hermitaur and Ceanataur,https://static.wikia.nocookie.net/monsterhunter/images/f/f5/MH4G-Monster_Parts_Icon_Orange.png
Crab Pearl,Account,3,500,10,Shiny Drop from Carapaceon Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/e/e8/MH4G-Monster_Parts_Icon_Grey.png
Crab Pearl+,Account,3,2500,10,Shiny Drop from High rank Carapaceon Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/e/e8/MH4G-Monster_Parts_Icon_Grey.png
Wyvern Tear,Account,3,500,10,Low-rank Shiny Drop from Wyvern Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Monster_Parts_Icon_Blue.png
Large Wyvern Tear,Account,3,2500,10,High rank Shiny Drop from Wyvern Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/c/c2/MH4G-Monster_Parts_Icon_Blue.png
Beast Tear,Account,3,400,10,Low-rank Shiny Drop from Fanged Beast Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/f/f8/MH4G-Monster_Parts_Icon_Light_Blue.png
Large Beast Tear,Account,5,1800,10,High rank Shiny Drop from Fanged Beast Class Monsters,https://static.wikia.nocookie.net/monsterhunter/images/f/f8/MH4G-Monster_Parts_Icon_Light_Blue.png
Dragon Treasure,Account,3,800,10,Shiny Drop from Elder Dragons,https://static.wikia.nocookie.net/monsterhunter/images/4/44/MH4G-Monster_Parts_Icon_Purple.png
Old Dragon Treasure,Account,5,4000,10,Shiny Drop from High rank Elder Dragons,https://static.wikia.nocookie.net/monsterhunter/images/4/44/MH4G-Monster_Parts_Icon_Purple.png
Frenzy Shard,Account,4,400,10,Shiny Drop from Low-rank and High-rank Gore Magala,https://static.wikia.nocookie.net/monsterhunter/images/6/63/MH4G-Frenzy_Wyvern_Crystal_Purple.png
Frenzy Crystal,Account,5,700,10,Shiny Drop from Low/High-rank Gore Magala and Low-rank Shagaru Magala,https://static.wikia.nocookie.net/monsterhunter/images/6/63/MH4G-Frenzy_Wyvern_Crystal_Purple.png
Vile Frenzy Crystal,Account,6,3000,10,Shiny Drop from G-rank Gore Magala and High/G-rank Shagaru Magala,https://static.wikia.nocookie.net/monsterhunter/images/6/63/MH4G-Frenzy_Wyvern_Crystal_Purple.png
Khezu Whelp,Account,4,400,10,Gather or mine from Kushala Daora skin,https://static.wikia.nocookie.net/monsterhunter/images/e/e8/MH4G-Monster_Parts_Icon_Grey.png
Timeworn Ballista Shot,Account,5,0,10,Shiny Drop from Nakarkos,https://static.wikia.nocookie.net/monsterhunter/images/6/67/MH4G-Shot_Icon_Brown.png
Steel Egg,Account,4,1000,99,"Reward from Low and High-rank Accounting quests, Wycademy Point Subquests, Horns Coins Exchange",https://static.wikia.nocookie.net/monsterhunter/images/3/3b/MH4G-Egg_Icon_Grey.png
Silver Egg,Account,4,10000,99,"Reward from various High and G-rank Event/Marathon/Mining quests, Horns Coins Exchange",https://static.wikia.nocookie.net/monsterhunter/images/a/a8/MH4G-Egg_Icon_White.png
Golden Egg,Account,4,20000,99,"Reward from high-end High and G-rank Event/Marathon/Mining quests, Horns Coins Exchange, mine Ahtal-Neset",https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Egg_Icon_Yellow.png
Platinum Egg,Account,9,100000,99,Reward from Extra Special Permit Quests and high-end G-rank Event Quests,https://static.wikia.nocookie.net/monsterhunter/images/a/a8/MH4G-Egg_Icon_White.png
Felyne Fur Ruby,Miscellaneous,6,1000,99,"Lynian encampment and secret gathering point in High-Rank Verdant Hills, Marshlands, and Desert",https://static.wikia.nocookie.net/monsterhunter/images/5/5b/MH4G-Ball_Icon_Grey.png
Rusted Fragment,Miscellaneous,4,180,99,Send Meownster Hunters to Rare Spots in the Low-rank Volcano,https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png
Ancient Fragment,Miscellaneous,6,360,99,Send Meownster Hunters to Rare Spots in the High-rank Volcano,https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png
Mythical Fragment,Miscellaneous,8,720,99,Send Meownster Hunters to Rare Spots in the G-rank Volcano,https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png
Sinister Cloth,Miscellaneous,4,480,99,Send Meownster Hunters to Rare Spots in the Low-rank Wetlands,https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png
Sinister Darkcloth,Miscellaneous,6,960,99,Send Meownster Hunters to Rare Spots in the High-rank Wetlands,https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png
Sinister Gloomcloth,Miscellaneous,8,1920,99,Send Meownster Hunters to Rare Spots in the G-rank Wetlands,https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png
Extravagant Artifact,Miscellaneous,4,910,99,Send Meownster Hunters to Rare Spots in the Low-rank Coast,https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png
Opulent Artifact,Miscellaneous,6,1820,99,Send Meownster Hunters to Rare Spots in the High-rank Coast,https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png
Decadent Artifact,Miscellaneous,8,3640,99,Send Meownster Hunters to Rare Spots in the G-rank Coast,https://static.wikia.nocookie.net/monsterhunter/images/b/b5/MH4G-Sac_Icon_Yellow.png
Broken Statue,Miscellaneous,4,300,99,Send Meownster Hunters to Rare Spots in the Low-rank Forest or Desert,https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png
Giant Broken Statue,Miscellaneous,6,600,99,Send Meownster Hunters to Rare Spots in the High-rank Forest or Desert,https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png
Broken Cat God Statue,Miscellaneous,8,1200,99,Send Meownster Hunters to Rare Spots in the G-rank Forest or Desert,https://static.wikia.nocookie.net/monsterhunter/images/5/5a/MH4G-Question_Mark_Icon_Grey.png
Dark Piece,Miscellaneous,5,260,99,"Mine the Giant Sword in Pokke Village, reward from Fatalis Quests",https://static.wikia.nocookie.net/monsterhunter/images/d/d3/MH4G-Scale_Icon_Grey.png
Dark Stone,Miscellaneous,5,530,99,"Mine the Giant Sword in Pokke Village, reward from Fatalis Quests",https://static.wikia.nocookie.net/monsterhunter/images/3/3b/MH4G-Egg_Icon_Grey.png
Felyne Kettle,Miscellaneous,4,630,99,"Reward from Village Quest ""Drawing the Waterline""",https://static.wikia.nocookie.net/monsterhunter/images/5/59/MH4G-Question_Mark_Icon_Orange.png
Yukumo Riceflour,Miscellaneous,4,310,99,"Reward from Village Quest ""Hunt-a-thon: Gypceros""",https://static.wikia.nocookie.net/monsterhunter/images/8/82/MH4G-Sac_Icon_White.png
Doll Parts,Miscellaneous,4,490,99,"Reward from Hub Quest ""Fossilized Memories""",https://static.wikia.nocookie.net/monsterhunter/images/e/ef/MH4G-Question_Mark_Icon_Green.png
Weapon Codex,Miscellaneous,5,0,99,"Reward from Argosy Captain for completing Village Quest ""Ahoy! Royal Ludroth"" (only one)",https://static.wikia.nocookie.net/monsterhunter/images/6/6c/MH4G-Book_Icon_Blue.png
Bowgun Codex,Miscellaneous,5,0,99,"Reward from Argosy Captain for completing Village Quest ""The Perilous Pair"" (only one)",https://static.wikia.nocookie.net/monsterhunter/images/e/e8/MH4G-Book_Icon_Green.png
Deluxe Barrel Timber,Miscellaneous,8,850,99,"Reward from Hub Quest ""Pleasantly Sozzled""",https://static.wikia.nocookie.net/monsterhunter/images/8/85/MH4G-Barrel_Icon_Brown.png
Ancient Talisman,Miscellaneous,9,3500,99,"Reward from Hub Quest ""The Ol' Razzle Dazzle""",https://static.wikia.nocookie.net/monsterhunter/images/7/7b/MH4G-Monster_Parts_Icon_Brown.png
Damaged Amber,Miscellaneous,8,1900,99,"Reward from Hub Quest ""Commission: Hyper Kecha Wacha""",https://static.wikia.nocookie.net/monsterhunter/images/3/34/MH4G-Frenzy_Wyvern_Crystal_White.png
Cloudy Fragment,Miscellaneous,9,3900,99,"Reward from Hub Quest ""Primal Screams""",https://static.wikia.nocookie.net/monsterhunter/images/d/d3/MH4G-Scale_Icon_Grey.png
Strange Mask,Miscellaneous,9,2600,99,"Reward from Hub Quest ""Arena Bakalaka-Battle! Woo!""",https://static.wikia.nocookie.net/monsterhunter/images/a/aa/MH4G-Question_Mark_Icon_Blue.png
Sunmarge Crystal,Miscellaneous,9,2600,99,"Reward from Hub Quest ""Uragaan Grief""",https://static.wikia.nocookie.net/monsterhunter/images/b/be/MH4G-Fish_Icon_Grey.png
Ocean Pyroxene,Miscellaneous,9,3800,99,"Reward from Hub Quests ""Seeking the Sea King,"" ""Zinogre-enthusiasm,"" and ""Even Brachydios Need A Holiday""",https://static.wikia.nocookie.net/monsterhunter/images/e/e5/MH4G-Mantle_Icon_Light_Blue.png
Fluffy White Ball,Miscellaneous,7,780,99,"Reward from Village Quest ""The Perils of Commerce""",https://static.wikia.nocookie.net/monsterhunter/images/3/39/MH4G-Hide_Icon_White.png
Fluffy Black Ball,Miscellaneous,9,2700,99,"Reward from Hub Quest ""Sweets for My Sweets""",https://static.wikia.nocookie.net/monsterhunter/images/4/40/MH4G-Hide_Icon_Grey.png
Fusion Material - Head,Miscellaneous,8,0,99,Horns Coins Exchange,https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ore_Icon_Blue.png
Fusion Material - Chest,Miscellaneous,8,0,99,Horns Coins Exchange (HR break required),https://static.wikia.nocookie.net/monsterhunter/images/f/f7/MH4G-Ore_Icon_Red.png
Fusion Material - Arms,Miscellaneous,8,0,99,Horns Coins Exchange (HR break required),https://static.wikia.nocookie.net/monsterhunter/images/9/94/MH4G-Ore_Icon_Yellow.png
Fusion Material - Waist,Miscellaneous,8,0,99,Horns Coins Exchange (HR break required),https://static.wikia.nocookie.net/monsterhunter/images/f/f6/MH4G-Ore_Icon_Green.png
Fusion Material - Legs,Miscellaneous,8,0,99,Horns Coins Exchange (HR break required),https://static.wikia.nocookie.net/monsterhunter/images/9/9d/MH4G-Ore_Icon_Purple.png
F Fusion Material - Head,Miscellaneous,8,0,99,Horns Coins Exchange,https://static.wikia.nocookie.net/monsterhunter/images/4/4f/FourthGen-Ore_Icon_Dark_Blue.png
F Fusion Material - Chest,Miscellaneous,8,0,99,Horns Coins Exchange,https://static.wikia.nocookie.net/monsterhunter/images/a/a0/FourthGen-Ore_Icon_Dark_Red.png
Lagniapple,Miscellaneous,4,100,99,"Gather from plants near Lynian encampments in Low-rank areas, reward from Low-rank Prowler Quests",https://static.wikia.nocookie.net/monsterhunter/images/1/17/MH4G-Seed_Icon_Green.png
Big Lagniapple,Miscellaneous,6,200,99,"Gather from plants near Lynian encampments in High-rank areas, reward from High-rank Prowler Quests",https://static.wikia.nocookie.net/monsterhunter/images/4/41/MH4G-Seed_Icon_Brown.png
Huge Lagniapple,Miscellaneous,8,300,99,"Gather from plants near Lynian encampments in G-rank areas, reward from G-rank Prowler Quests",https://static.wikia.nocookie.net/monsterhunter/images/9/9f/MH4G-Seed_Icon_Purple.png
Training Guide,Miscellaneous,4,500,99,Reward for leveling up Palicoes,https://static.wikia.nocookie.net/monsterhunter/images/6/66/MH4G-Book_Icon_Light_Blue.png
Training Codex,Miscellaneous,6,1000,99,Reward for leveling up Palicoes,https://static.wikia.nocookie.net/monsterhunter/images/c/ca/MH4G-Book_Icon_Red.png
Training Compendium,Miscellaneous,8,2000,99,Reward for leveling up Palicoes,https://static.wikia.nocookie.net/monsterhunter/images/1/12/FourthGen-Book_Icon_Dark_Purple.png
Felyne Codex,Miscellaneous,6,2000,99,Reward from certain Village High-rank and G-rank Prowler Quests,https://static.wikia.nocookie.net/monsterhunter/images/a/ad/MH4G-Book_Icon_Dark_Green.png
Tomato Juice,Event,5,0,5,"Reward from Event Quest ""CoroCoro: Lost in the Swamp""",https://static.wikia.nocookie.net/monsterhunter/images/f/fb/FourthGen-Medicine_Icon_Dark_Red.png
Fairy Tail Mark,Event,5,0,5,"Reward from Event Quest ""The King of Lynians!""",https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Coin_Icon_Blue.png
F Pirate Coin J,Event,5,0,5,"Reward from Event Quest ""Jump: Crimson Strongmen""",https://static.wikia.nocookie.net/monsterhunter/images/2/29/MH4G-Coin_Icon_Red.png
Cardboard,Event,5,0,5,"Reward from Event Quest ""Initiate: Operation Moofah""",https://static.wikia.nocookie.net/monsterhunter/images/3/3b/MH4G-Trap_Tool_Icon_Brown.png
Uniqlo Coin,Event,5,0,5,"Reward from Event Quest ""The Uniqlo Avant-garde""",https://static.wikia.nocookie.net/monsterhunter/images/a/a6/MH4G-Coin_Icon_Green.png
Crows Coin,Event,5,0,5,"Reward from Event Quest ""Crows: The Black Crows""",https://static.wikia.nocookie.net/monsterhunter/images/4/45/MH4G-Coin_Icon_Grey.png
Bicycle Club Application,Event,5,0,5,"Reward from Event Quest ""Yowamushi Pedal: Princess""",https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Arena Ticket,Event,5,0,5,"Reward from Event Quest ""Baki: Biggest vs. Strongest""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
Grandpaw Coin,Event,5,0,5,"Reward from Event Quest ""CoroCoro: Big Bad Bugs""",https://static.wikia.nocookie.net/monsterhunter/images/2/27/MH4G-Coin_Icon_Brown.png
CoroCoro Ticket,Event,5,0,5,"Reward from Event Quest ""CoroCoro: Rolling Bowlers""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
Ushio Coin,Event,5,0,5,"Reward from Event Quest ""Ushio & Tora: White Mizutsune""",https://static.wikia.nocookie.net/monsterhunter/images/2/27/MH4G-Coin_Icon_Brown.png
Pluto Stardust,Event,5,0,5,"Reward from Event Quest ""The Exploding Flame King""",https://static.wikia.nocookie.net/monsterhunter/images/9/9d/MH4G-Ore_Icon_Purple.png
Magi Coin,Event,5,0,5,"Reward from Event Quest ""Magi: Rescue from the Fall""",https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Coin_Icon_Blue.png
Roll of Fate,Event,5,0,5,"Reward from Event Quest ""Yu-Gi-Oh: A Beautiful Wyvern""",https://static.wikia.nocookie.net/monsterhunter/images/0/08/MH4G-Book_Icon_Grey.png
