skill_tree,armor,armor_set_id,points
Constitution,Mosgharl Radicles,90,-3
Fire Atk,Mosgharl Brim,91,5
FastCharge,Mosgharl Ribguard,91,3
Fire Atk,Mosgharl Ribguard,91,2
Constitution,Mosgharl Ribguard,91,-3
FastCharge,Mosgharl Tendril,91,2
Constitution,Mosgharl Tendril,91,-1
Fire Atk,Mosgharl Fronds,91,3
FastCharge,Mosgharl Radicles,91,5
Constitution,Mosgharl Radicles,91,-3
Botany,Edel Bloom,92,4
Wide-Range,Edel Ribguard,92,3
Botany,Edel Tendril,92,4
Wide-Range,Edel Fronds,92,4
Wide-Range,Edel Radicles,92,3
Botany,Edel Radicles,92,2
Crit Status,Skalda Clypeus,93,2
Expert,Skalda Clypeus,93,2
Attack,Skalda Clypeus,93,-1
Expert,Skalda Pleuron,93,5
Crit Status,Skalda Manus,93,3
Attack,Skalda Manus,93,-2
Crit Status,Skalda Alae,93,3
Expert,Skalda Alae,93,3
Attack,Skalda Alae,93,-2
Crit Status,Skalda Tarsi,93,2
Attack,Skalda Tarsi,93,-1
Crit Status,Spio Clypeus,94,2
Expert,Spio Clypeus,94,2
Attack,Spio Clypeus,94,-1
Expert,Spio Pleuron,94,5
Crit Status,Spio Manus,94,3
Attack,Spio Manus,94,-2
Crit Status,Spio Alae,94,3
Expert,Spio Alae,94,3
Attack,Spio Alae,94,-2
Crit Status,Spio Tarsi,94,2
Attack,Spio Tarsi,94,-1
Light Eater,Droth Vest,95,3
Light Eater,Droth Coat,95,2
Light Eater,Droth Leggings,95,2
Haphazard,Uroktor Vest,96,3
Haphazard,Uroktor Coat,96,4
Cold Res,Moofah Wig,97,4
Thunder Atk,Moofah Jacket,97,2
Cold Res,Moofah Jacket,97,3
Thunder Atk,Moofah Sleeves,97,5
Thunder Atk,Moofah Coat,97,4
Cold Res,Moofah Coat,97,1
Fate,Velociprey Mask,98,3
Protection,Velociprey Mask,98,-2
Fate,Velociprey Suit,98,1
Protection,Velociprey Suit,98,-2
Fate,Velociprey Gloves,98,2
Protection,Velociprey Gloves,98,-2
Fate,Velociprey Tights,98,2
Protection,Velociprey Tights,98,-2
Fate,Genprey Mask,99,3
Protection,Genprey Mask,99,-2
Fate,Genprey Suit,99,1
Protection,Genprey Suit,99,-2
Fate,Genprey Gloves,99,2
Protection,Genprey Gloves,99,-2
Fate,Genprey Tights,99,2
Protection,Genprey Tights,99,-2
Fate,Ioprey Mask,100,3
Protection,Ioprey Mask,100,-2
Fate,Ioprey Wear,100,1
Protection,Ioprey Wear,100,-2
Fate,Ioprey Gloves,100,2
Protection,Ioprey Gloves,100,-2
Fate,Ioprey Tights,100,2
Protection,Ioprey Tights,100,-2
Fate,Remobra Mask,101,3
Protection,Remobra Mask,101,-2
Fate,Remobra Wear,101,1
Protection,Remobra Wear,101,-2
Fate,Remobra Hands,101,2
Protection,Remobra Hands,101,-2
Fate,Remobra Band,101,2
Protection,Remobra Band,101,-2
Fate,Remobra Tights,101,2
Protection,Remobra Tights,101,-2
Perception,Ioprey Cap,102,3
Poison,Ioprey Vest,102,2
Perception,Ioprey Vest,102,2
Stun,Ioprey Vest,102,-2
Poison,Ioprey Guards,102,2
Perception,Ioprey Guards,102,2
Stun,Ioprey Guards,102,-2
Poison,Ioprey Coat,102,1
Perception,Ioprey Coat,102,1
Stun,Ioprey Coat,102,-1
Poison,Ioprey Leggings,102,5
Stun,Ioprey Leggings,102,-5
Fire Atk,Kut-Ku Cap,103,3
Attack,Kut-Ku Cap,103,3
Defense,Kut-Ku Cap,103,-3
Fire Atk,Kut-Ku Vest,103,2
Attack,Kut-Ku Vest,103,3
Defense,Kut-Ku Vest,103,-3
Fire Atk,Kut-Ku Guards,103,7
Attack,Kut-Ku Coat,103,2
Defense,Kut-Ku Coat,103,-2
Attack,Kut-Ku Leggings,103,1
Defense,Kut-Ku Leggings,103,-1
Evasion,Lagombi Cap,104,1
Bind Res,Lagombi Cap,104,4
Health,Lagombi Cap,104,-1
Evasion,Lagombi Vest,104,2
Bind Res,Lagombi Vest,104,3
Health,Lagombi Vest,104,-2
Evasion,Lagombi Guards,104,1
Bind Res,Lagombi Guards,104,3
Health,Lagombi Guards,104,-1
Evasion,Lagombi Coat,104,2
Health,Lagombi Coat,104,-2
Evasion,Lagombi Leggings,104,3
Health,Lagombi Leggings,104,-3
Poison,Gypceros Cap,105,3
Stamina,Gypceros Cap,105,2
Hunger,Gypceros Cap,105,-2
Poison,Gypceros Vest,105,3
Stamina,Gypceros Vest,105,1
Hunger,Gypceros Vest,105,-1
Poison,Gypceros Guards,105,4
Stamina,Gypceros Guards,105,1
Hunger,Gypceros Guards,105,-1
Poison,Gypceros Coat,105,3
Stamina,Gypceros Coat,105,3
Hunger,Gypceros Coat,105,-3
Stamina,Gypceros Leggings,105,3
Hunger,Gypceros Leggings,105,-3
Health,Tetsucabra Cap,106,3
Tremor Res,Tetsucabra Cap,106,3
Sleep,Tetsucabra Cap,106,-3
Health,Tetsucabra Vest,106,2
Tremor Res,Tetsucabra Vest,106,1
Sleep,Tetsucabra Vest,106,-1
Health,Tetsucabra Guards,106,5
Tremor Res,Tetsucabra Coat,106,3
Sleep,Tetsucabra Coat,106,-3
Tremor Res,Tetsucabra Leggings,106,3
Sleep,Tetsucabra Leggings,106,-3
Recoil,Hermitaur Cap,107,2
Defense,Hermitaur Cap,107,3
Reload Spd,Hermitaur Cap,107,-2
Recoil,Hermitaur Vest,107,3
Health,Hermitaur Vest,107,2
Reload Spd,Hermitaur Vest,107,-3
Recoil,Hermitaur Guards,107,1
Defense,Hermitaur Guards,107,2
Reload Spd,Hermitaur Guards,107,-1
Recoil,Hermitaur Coat,107,4
Reload Spd,Hermitaur Coat,107,-3
FastCharge,Volvidon Cap,108,4
Biology,Volvidon Cap,108,2
Stam Recov,Volvidon Cap,108,-2
FastCharge,Volvidon Vest,108,1
Biology,Volvidon Vest,108,3
Stam Recov,Volvidon Vest,108,-2
FastCharge,Volvidon Guards,108,1
Biology,Volvidon Guards,108,2
Stam Recov,Volvidon Guards,108,-2
Biology,Volvidon Coat,108,3
Stam Recov,Volvidon Coat,108,-2
FastCharge,Volvidon Leggings,108,2
Stam Recov,Volvidon Leggings,108,-2
Stam Recov,Ludroth Cap,109,2
Hunger,Ludroth Cap,109,3
Evasion,Ludroth Cap,109,-2
Stam Recov,Ludroth Vest,109,2
Evasion,Ludroth Vest,109,-3
Stam Recov,Ludroth Guards,109,1
Hunger,Ludroth Guards,109,4
Stam Recov,Ludroth Coat,109,4
Evasion,Ludroth Coat,109,-3
Stam Recov,Ludroth Leggings,109,1
Hunger,Ludroth Leggings,109,3
Tenderizer,Malfestio Cap,110,3
Sleep,Malfestio Cap,110,4
Tenderizer,Malfestio Vest,110,2
Sleep,Malfestio Vest,110,1
Tenderizer,Malfestio Guards,110,2
Sleep,Malfestio Guards,110,1
Tenderizer,Malfestio Coat,110,2
Sleep,Malfestio Coat,110,4
Tenderizer,Malfestio Leggings,110,1
Rec Speed,Khezu Cap,111,4
Rec Speed,Khezu Vest,111,1
Rec Level,Khezu Vest,111,3
Rec Speed,Khezu Guards,111,1
Rec Level,Khezu Coat,111,4
Rec Speed,Khezu Leggings,111,4
Rec Level,Khezu Leggings,111,1
Rec Level,Rathian Cap,112,2
Health,Rathian Cap,112,2
Rec Speed,Rathian Cap,112,-1
Rec Level,Rathian Vest,112,2
Health,Rathian Vest,112,2
Rec Speed,Rathian Vest,112,-2
Rec Level,Rathian Guards,112,1
Health,Rathian Guards,112,3
Rec Speed,Rathian Guards,112,-1
Rec Level,Rathian Coat,112,1
Health,Rathian Coat,112,2
Rec Speed,Rathian Coat,112,-2
Rec Level,Rathian Leggings,112,3
Health,Rathian Leggings,112,1
Rec Speed,Rathian Leggings,112,-3
Eating,Nibelsnarf Cap,113,4
Rec Level,Nibelsnarf Cap,113,-2
Eating,Nibelsnarf Vest,113,3
Gluttony,Nibelsnarf Vest,113,3
Rec Level,Nibelsnarf Vest,113,-1
Eating,Nibelsnarf Guards,113,1
Gluttony,Nibelsnarf Guards,113,2
Rec Level,Nibelsnarf Guards,113,-1
Gluttony,Nibelsnarf Coat,113,4
Rec Level,Nibelsnarf Coat,113,-1
Eating,Nibelsnarf Leggings,113,2
Gluttony,Nibelsnarf Leggings,113,2
Rec Level,Nibelsnarf Leggings,113,-1
Constitution,Blango Cap,114,3
Ice Atk,Blango Cap,114,3
Stamina,Blango Cap,114,-2
Constitution,Blango Vest,114,4
Stamina,Blango Vest,114,-2
Constitution,Blango Guards,114,1
Ice Atk,Blango Guards,114,2
Stamina,Blango Guards,114,-1
Constitution,Blango Coat,114,2
Ice Atk,Blango Coat,114,2
Stamina,Blango Coat,114,-2
Ice Atk,Blango Leggings,114,6
Ammo Saver,Ceanataur Cap,115,1
Expert,Ceanataur Cap,115,5
Thunder Res,Ceanataur Cap,115,-2
Ammo Saver,Ceanataur Vest,115,2
Expert,Ceanataur Vest,115,2
Thunder Res,Ceanataur Vest,115,-2
Ammo Saver,Ceanataur Guards,115,4
Thunder Res,Ceanataur Guards,115,-2
Ammo Saver,Ceanataur Coat,115,2
Expert,Ceanataur Coat,115,3
Thunder Res,Ceanataur Coat,115,-2
Ammo Saver,Ceanataur Leggings,115,1
Expert,Ceanataur Leggings,115,3
Thunder Res,Ceanataur Leggings,115,-2
Hearing,Najarala Cap,116,4
Capturer,Najarala Cap,116,2
Protection,Najarala Cap,116,-2
Hearing,Najarala Vest,116,3
Capturer,Najarala Vest,116,1
Protection,Najarala Vest,116,-2
Hearing,Najarala Guards,116,2
Capturer,Najarala Guards,116,2
Protection,Najarala Guards,116,-1
Hearing,Najarala Coat,116,1
Capturer,Najarala Coat,116,2
Protection,Najarala Coat,116,-1
Capturer,Najarala Leggings,116,3
Evade Dist,Nargacuga Cap,117,3
Expert,Nargacuga Cap,117,3
Dragon Res,Nargacuga Cap,117,-2
Evade Dist,Nargacuga Vest,117,2
Expert,Nargacuga Vest,117,3
Dragon Res,Nargacuga Vest,117,-2
Evade Dist,Nargacuga Guards,117,1
Expert,Nargacuga Guards,117,2
Dragon Res,Nargacuga Guards,117,-2
Evade Dist,Nargacuga Leggings,117,4
Capturer,Scholarly Cap,118,3
Biology,Scholarly Cap,118,3
Potential,Scholarly Cap,118,-2
Capturer,Scholarly Vest,118,2
Potential,Scholarly Vest,118,-2
Capturer,Scholarly Cuffs,118,1
Biology,Scholarly Cuffs,118,3
Potential,Scholarly Cuffs,118,-2
Capturer,Scholarly Coat,118,3
Biology,Scholarly Coat,118,3
Potential,Scholarly Coat,118,-2
Capturer,Scholarly Tights,118,1
Biology,Scholarly Tights,118,4
Potential,Scholarly Tights,118,-2
Water Atk,Vaik Helm,118,2
Bomb Boost,Vaik Helm,118,2
Water Atk,Vaik Mail,118,2
Bomb Boost,Vaik Mail,118,2
Water Atk,Vaik Braces,118,5
Bomb Boost,Vaik Faulds,118,4
Water Atk,Vaik Greaves,118,5
Expert,Aelucanth Vertex,120,5
Expert,Aelucanth Thorax,120,2
Stam Recov,Aelucanth Thorax,120,1
Expert,Aelucanth Brachia,120,1
Stam Recov,Aelucanth Brachia,120,3
Expert,Aelucanth Elytra,120,5
Stam Recov,Aelucanth Elytra,120,1
Stam Recov,Aelucanth Crura,120,5
Expert,Rhopessa Vertex,121,5
Expert,Rhopessa Thorax,121,2
Stam Recov,Rhopessa Thorax,121,1
Expert,Rhopessa Brachia,121,1
Stam Recov,Rhopessa Brachia,121,3
Expert,Rhopessa Elytra,121,5
Stam Recov,Rhopessa Elytra,121,1
Stam Recov,Rhopessa Crura,121,5
Def Lock,Artian Mail,122,5
Thunder Atk,Artian Mail,122,1
Def Lock,Artian Braces,122,3
Thunder Atk,Artian Braces,122,3
Thunder Atk,Artian Greaves,122,6
Hearing,Garuga Helm,123,2
Fencing,Garuga Helm,123,2
Water Res,Garuga Helm,123,-2
Hearing,Garuga Mail,123,2
Fencing,Garuga Mail,123,3
Water Res,Garuga Mail,123,-2
Hearing,Garuga Vambraces,123,2
Fencing,Garuga Vambraces,123,1
Water Res,Garuga Vambraces,123,-2
Hearing,Garuga Tassets,123,1
Fencing,Garuga Tassets,123,2
Water Res,Garuga Tassets,123,-2
Hearing,Garuga Greaves,123,3
Water Res,Garuga Greaves,123,-4
Bleeding,Uragaan Helm,124,5
Punish Draw,Uragaan Mail,124,4
Punish Draw,Uragaan Vambraces,124,1
Bleeding,Uragaan Vambraces,124,3
Punish Draw,Uragaan Faulds,124,2
Bleeding,Uragaan Faulds,124,2
Punish Draw,Uragaan Greaves,124,3
Tenderizer,Rathalos Helm,125,4
Attack,Rathalos Helm,125,2
Defense,Rathalos Helm,125,-2
Tenderizer,Rathalos Mail,125,3
Tenderizer,Rathalos Braces,125,1
Attack,Rathalos Braces,125,4
Defense,Rathalos Braces,125,-3
Tenderizer,Rathalos Faulds,125,2
Attack,Rathalos Faulds,125,2
Attack,Rathalos Greaves,125,4
Defense,Rathalos Greaves,125,-3
Stam Recov,Lagiacrus Helm,126,2
Status,Lagiacrus Helm,126,-2
Stam Recov,Lagiacrus Mail,126,2
Status,Lagiacrus Mail,126,-2
Stam Recov,Lagiacrus Braces,126,1
Guard,Lagiacrus Braces,126,3
Status,Lagiacrus Braces,126,-2
Stam Recov,Lagiacrus Faulds,126,3
Guard,Lagiacrus Faulds,126,2
Status,Lagiacrus Faulds,126,-2
Stam Recov,Lagiacrus Greaves,126,2
Guard,Lagiacrus Greaves,126,3
Status,Lagiacrus Greaves,126,-2
Gloves Off,Zinogre Helm,127,1
Crit Element,Zinogre Helm,127,2
Ice Res,Zinogre Helm,127,-2
Gloves Off,Zinogre Mail,127,1
Crit Element,Zinogre Mail,127,2
Ice Res,Zinogre Mail,127,-2
Gloves Off,Zinogre Braces,127,3
Crit Element,Zinogre Braces,127,2
Ice Res,Zinogre Braces,127,-2
Gloves Off,Zinogre Faulds,127,2
Crit Element,Zinogre Faulds,127,2
Ice Res,Zinogre Faulds,127,-2
Gloves Off,Zinogre Greaves,127,3
Crit Element,Zinogre Greaves,127,2
Ice Res,Zinogre Greaves,127,-2
Bubble,Mizutsune Helm,128,2
Hunger,Mizutsune Helm,128,2
Thunder Res,Mizutsune Helm,128,-2
Bubble,Mizutsune Mail,128,3
Hunger,Mizutsune Mail,128,1
Thunder Res,Mizutsune Mail,128,-2
Bubble,Mizutsune Braces,128,1
Hunger,Mizutsune Braces,128,2
Thunder Res,Mizutsune Braces,128,-2
Bubble,Mizutsune Faulds,128,2
Hunger,Mizutsune Faulds,128,2
Thunder Res,Mizutsune Faulds,128,-2
Bubble,Mizutsune Greaves,128,2
Hunger,Mizutsune Greaves,128,3
Thunder Res,Mizutsune Greaves,128,-2
Chain Crit,Astalos Helm,129,2
Stun,Astalos Helm,129,2
Ice Res,Astalos Helm,129,-2
Chain Crit,Astalos Mail,129,3
Stun,Astalos Mail,129,2
Ice Res,Astalos Mail,129,-2
Chain Crit,Astalos Braces,129,2
Stun,Astalos Braces,129,1
Ice Res,Astalos Braces,129,-2
Chain Crit,Astalos Faulds,129,2
Stun,Astalos Faulds,129,2
Ice Res,Astalos Faulds,129,-2
Chain Crit,Astalos Greaves,129,1
Stun,Astalos Greaves,129,3
Ice Res,Astalos Greaves,129,-2
ColdBlooded,Gammoth Helm,130,1
Botany,Gammoth Helm,130,2
Fire Res,Gammoth Helm,130,-2
ColdBlooded,Gammoth Mail,130,3
Botany,Gammoth Mail,130,2
Fire Res,Gammoth Mail,130,-2
ColdBlooded,Gammoth Braces,130,1
Fire Res,Gammoth Braces,130,-2
ColdBlooded,Gammoth Faulds,130,3
Botany,Gammoth Faulds,130,2
Fire Res,Gammoth Faulds,130,-2
ColdBlooded,Gammoth Greaves,130,2
Botany,Gammoth Greaves,130,4
Fire Res,Gammoth Greaves,130,-2
ColdBlooded,Gammoth Helm,131,1
Botany,Gammoth Helm,131,2
Fire Res,Gammoth Helm,131,-2
ColdBlooded,Gammoth Mail,131,3
Botany,Gammoth Mail,131,2
Fire Res,Gammoth Mail,131,-2
ColdBlooded,Gammoth Braces,131,1
Fire Res,Gammoth Braces,131,-2
ColdBlooded,Gammoth Faulds,131,3
Botany,Gammoth Faulds,131,2
Fire Res,Gammoth Faulds,131,-2
ColdBlooded,Gammoth Greaves,131,2
Botany,Gammoth Greaves,131,4
Fire Res,Gammoth Greaves,131,-2
Grinder,Glavenus Helm,132,3
Fencing,Glavenus Helm,132,1
Water Res,Glavenus Helm,132,-2
Grinder,Glavenus Mail,132,3
Fencing,Glavenus Mail,132,1
Water Res,Glavenus Mail,132,-2
Grinder,Glavenus Braces,132,2
Fencing,Glavenus Braces,132,3
Water Res,Glavenus Braces,132,-2
Grinder,Glavenus Faulds,132,1
Fencing,Glavenus Faulds,132,3
Water Res,Glavenus Faulds,132,-2
Grinder,Glavenus Greaves,132,1
Fencing,Glavenus Greaves,132,1
Water Res,Glavenus Greaves,132,-2
Frenzy Res,Gore Helm,133,5
Guard,Gore Helm,133,-2
Frenzy Res,Gore Mail,133,2
Evasion,Gore Mail,133,2
Guard,Gore Mail,133,-2
Evasion,Gore Braces,133,3
Guard,Gore Braces,133,-2
Frenzy Res,Gore Faulds,133,3
Evasion,Gore Faulds,133,1
Guard,Gore Faulds,133,-2
Evasion,Gore Greaves,133,3
Guard,Gore Greaves,133,-2
Crit Draw,Regios Helm,134,3
Stamina,Regios Helm,134,-2
Crit Draw,Regios Mail,134,1
Constitution,Regios Mail,134,3
Stamina,Regios Mail,134,-2
Crit Draw,Regios Vambraces,134,3
Constitution,Regios Vambraces,134,3
Stamina,Regios Vambraces,134,-2
Crit Draw,Regios Tassets,134,2
Constitution,Regios Tassets,134,1
Stamina,Regios Tassets,134,-2
Crit Draw,Regios Greaves,134,1
Constitution,Regios Greaves,134,3
Stamina,Regios Greaves,134,-2
Eating,Tigrex Helm,135,3
Hearing,Tigrex Helm,135,1
Rec Level,Tigrex Helm,135,-2
Eating,Tigrex Mail,135,3
Hearing,Tigrex Mail,135,2
Rec Level,Tigrex Mail,135,-2
Eating,Tigrex Braces,135,3
Hearing,Tigrex Braces,135,2
Rec Level,Tigrex Braces,135,-2
Eating,Tigrex Tassets,135,3
Hearing,Tigrex Tassets,135,2
Rec Level,Tigrex Tassets,135,-2
Eating,Tigrex Greaves,135,2
Hearing,Tigrex Greaves,135,2
Rec Level,Tigrex Greaves,135,-1
Elemental,Kirin Horn,136,2
Protection,Kirin Horn,136,2
Lasting Pwr,Kirin Horn,136,-2
Elemental,Kirin Jacket,136,3
Protection,Kirin Jacket,136,1
Lasting Pwr,Kirin Jacket,136,-2
Elemental,Kirin Longarms,136,1
Protection,Kirin Longarms,136,2
Lasting Pwr,Kirin Longarms,136,-2
Elemental,Kirin Hoop,136,1
Protection,Kirin Hoop,136,3
Lasting Pwr,Kirin Hoop,136,-2
Elemental,Kirin Leg Guards,136,3
Protection,Kirin Leg Guards,136,1
Lasting Pwr,Kirin Leg Guards,136,-2
Spirit,Brachydios Helm,137,3
Biology,Brachydios Helm,137,3
Mounting,Brachydios Helm,137,-2
Spirit,Brachydios Mail,137,1
Biology,Brachydios Mail,137,2
Mounting,Brachydios Mail,137,-2
Spirit,Brachydios Braces,137,2
Biology,Brachydios Braces,137,4
Mounting,Brachydios Braces,137,-2
Spirit,Brachydios Faulds,137,3
Biology,Brachydios Faulds,137,1
Mounting,Brachydios Faulds,137,-2
Spirit,Brachydios Greaves,137,1
Biology,Brachydios Greaves,137,1
Mounting,Brachydios Greaves,137,-2
Unscathed,Arc Helm,138,3
Unscathed,Arc Mail,138,1
Handicraft,Arc Mail,138,2
Unscathed,Arc Vambraces,138,2
Handicraft,Arc Vambraces,138,2
Unscathed,Arc Faulds,138,2
Handicraft,Arc Faulds,138,1
Unscathed,Arc Greaves,138,2
Handicraft,Arc Greaves,138,3
Unscathed,Storge Helm,139,3
Unscathed,Storge Mail,139,1
Handicraft,Storge Mail,139,2
Unscathed,Storge Braces,139,2
Handicraft,Storge Braces,139,2
Unscathed,Storge Faulds,139,2
Handicraft,Storge Faulds,139,1
Unscathed,Storge Greaves,139,2
Handicraft,Storge Greaves,139,3
Heat Res,Kushala Glare,140,2
Destroyer,Kushala Glare,140,2
Heat Res,Kushala Cista,140,3
Destroyer,Kushala Cista,140,1
Heat Res,Kushala Grip,140,2
Destroyer,Kushala Grip,140,3
Heat Res,Kushala Cocoon,140,1
Destroyer,Kushala Cocoon,140,3
Heat Res,Kushala Crus,140,2
Destroyer,Kushala Crus,140,2
Hearing,Mizuha Cap,141,3
Wind Res,Mizuha Cap,141,2
Hearing,Mizuha Guards,141,2
Wind Res,Mizuha Guards,141,2
Hearing,Mizuha Sleeves,141,1
Wind Res,Mizuha Sleeves,141,2
Hearing,Mizuha Sash,141,2
Wind Res,Mizuha Sash,141,3
Hearing,Mizuha Gaiters,141,2
Wind Res,Mizuha Gaiters,141,1
HotBlooded,Kaiser Crown,142,2
Anti-Theft,Kaiser Crown,142,5
HotBlooded,Kaiser Mail,142,2
Poison,Kaiser Mail,142,2
HotBlooded,Kaiser Vambraces,142,2
Anti-Theft,Kaiser Vambraces,142,5
HotBlooded,Kaiser Tassets,142,2
Poison,Kaiser Tassets,142,2
HotBlooded,Kaiser Greaves,142,2
Poison,Kaiser Greaves,142,2
Furor,Skeletal Skull,143,2
Survivor,Skeletal Skull,143,2
Furor,Skeletal Sternum,143,2
Survivor,Skeletal Sternum,143,2
Furor,Skeletal Humerus,143,2
Survivor,Skeletal Humerus,143,2
Furor,Skeletal Hipbone,143,2
Survivor,Skeletal Hipbone,143,2
Furor,Skeletal Femur,143,2
Survivor,Skeletal Femur,143,2
Blight Res,Black Head,144,2
FastCharge,Black Head,144,3
Blight Res,Black Hide,144,2
FastCharge,Black Hide,144,1
Blight Res,Black Claw,144,2
FastCharge,Black Claw,144,2
Blight Res,Black Spine,144,3
FastCharge,Black Spine,144,2
Blight Res,Black Feet,144,1
FastCharge,Black Feet,144,2
Critical Up,Black Belt Mail,145,3
Fate,Black Belt Mail,145,-3
Critical Up,Black Belt Tassets,145,2
Fate,Black Belt Tassets,145,-1
Fate,Guild Bard Lobos,146,2
TeamLeader,Guild Bard Lobos,146,2
Whim,Guild Bard Lobos,146,-2
Fate,Guild Bard Bolero,146,2
TeamLeader,Guild Bard Bolero,146,2
Whim,Guild Bard Bolero,146,-2
Fate,Guild Bard Braces,146,2
TeamLeader,Guild Bard Braces,146,2
Whim,Guild Bard Braces,146,-2
Fate,Guild Bard Coil,146,2
TeamLeader,Guild Bard Coil,146,2
Whim,Guild Bard Coil,146,-2
Fate,Guild Bard Boots,146,2
TeamLeader,Guild Bard Boots,146,2
Whim,Guild Bard Boots,146,-2
Fate,Maiden's Hat,147,2
Team Player,Maiden's Hat,147,2
Whim,Maiden's Hat,147,-2
Fate,Maiden's Suit,147,2
Team Player,Maiden's Suit,147,2
Whim,Maiden's Suit,147,-2
Fate,Maiden's Gloves,147,2
Team Player,Maiden's Gloves,147,2
Whim,Maiden's Gloves,147,-2
Fate,Maiden's Skirt,147,2
Team Player,Maiden's Skirt,147,2
Whim,Maiden's Skirt,147,-2
Fate,Maiden's Socks,147,2
Team Player,Maiden's Socks,147,2
Whim,Maiden's Socks,147,-2
Wide-Range,Helper Hood,148,3
Rec Level,Helper Hood,148,1
Rec Speed,Helper Hood,148,-1
Wide-Range,Helper Suit,148,3
Rec Level,Helper Suit,148,1
Rec Speed,Helper Suit,148,-1
Wide-Range,Helper Sleeves,148,3
Rec Level,Helper Sleeves,148,1
Rec Speed,Helper Sleeves,148,-1
Wide-Range,Helper Skirt,148,3
Rec Level,Helper Skirt,148,1
Rec Speed,Helper Skirt,148,-1
Wide-Range,Helper Socks,148,3
Rec Level,Helper Socks,148,1
Rec Speed,Helper Socks,148,-1
Psychic,Dianthus Cap,149,2
Perception,Dianthus Cap,149,2
Psychic,Dianthus Jacket,149,2
Perception,Dianthus Jacket,149,2
Psychic,Dianthus Sleeves,149,2
Perception,Dianthus Sleeves,149,2
Psychic,Dianthus Skirt,149,2
Perception,Dianthus Skirt,149,2
Psychic,Dianthus Pants,149,2
Perception,Dianthus Pants,149,2
Rec Level,Gourmew Toque,150,1
Rec Level,Gourmew Suit,150,2
Sharpener,Gourmew Suit,150,2
Sharpener,Gourmew Gloves,150,5
Rec Level,Gourmew Sarong,150,3
Sharpener,Gourmew Sarong,150,3
Rec Level,Gourmew Boots,150,2
Rec Level,Gourmew Toque,151,1
Rec Level,Gourmew Suit,151,2
Sharpener,Gourmew Suit,151,2
Sharpener,Gourmew Gloves,151,5
Rec Level,Gourmew Sarong,151,3
Sharpener,Gourmew Sarong,151,3
Rec Level,Gourmew Boots,151,2
Water Atk,Vaik Cap,151,2
Bomb Boost,Vaik Cap,151,3
Water Atk,Vaik Vest,151,2
Bomb Boost,Vaik Vest,151,1
Water Atk,Vaik Guards,151,5
Bomb Boost,Vaik Coat,151,4
Water Atk,Vaik Leggings,151,5
Expert,Aelucanth Clypeus,153,6
Expert,Aelucanth Pleuron,153,2
Stam Recov,Aelucanth Pleuron,153,1
Expert,Aelucanth Manus,153,1
Stam Recov,Aelucanth Manus,153,3
Expert,Aelucanth Alae,153,4
Stam Recov,Aelucanth Alae,153,1
Stam Recov,Aelucanth Tarsi,153,5
Expert,Rhopessa Clypeus,154,6
Expert,Rhopessa Pleuron,154,2
Stam Recov,Rhopessa Pleuron,154,1
Expert,Rhopessa Manus,154,1
Stam Recov,Rhopessa Manus,154,3
Expert,Rhopessa Alae,154,4
Stam Recov,Rhopessa Alae,154,1
Stam Recov,Rhopessa Tarsi,154,5
Def Lock,Artian Vest,155,5
Thunder Atk,Artian Vest,155,1
Def Lock,Artian Guards,155,3
Thunder Atk,Artian Guards,155,3
Thunder Atk,Artian Leggings,155,6
Hearing,Garuga Cap,156,2
Haphazard,Garuga Cap,156,2
Water Res,Garuga Cap,156,-2
Hearing,Garuga Vest,156,2
Haphazard,Garuga Vest,156,3
Water Res,Garuga Vest,156,-2
Hearing,Garuga Guards,156,2
Haphazard,Garuga Guards,156,1
Water Res,Garuga Guards,156,-2
Hearing,Garuga Coat,156,1
Haphazard,Garuga Coat,156,2
Water Res,Garuga Coat,156,-2
Hearing,Garuga Leggings,156,3
Water Res,Garuga Leggings,156,-4
Bleeding,Uragaan Cap,157,6
Pellet Up,Uragaan Vest,157,4
Pellet Up,Uragaan Guards,157,1
Bleeding,Uragaan Guards,157,2
Pellet Up,Uragaan Coat,157,2
Bleeding,Uragaan Coat,157,2
Pellet Up,Uragaan Leggings,157,3
Tenderizer,Rathalos Cap,158,4
Attack,Rathalos Cap,158,3
Defense,Rathalos Cap,158,-2
Tenderizer,Rathalos Vest,158,3
Tenderizer,Rathalos Guards,158,1
Attack,Rathalos Guards,158,4
Defense,Rathalos Guards,158,-3
Tenderizer,Rathalos Coat,158,2
Attack,Rathalos Coat,158,1
Attack,Rathalos Leggings,158,4
Defense,Rathalos Leggings,158,-3
Stam Recov,Lagiacrus Cap,159,3
Status,Lagiacrus Cap,159,-2
Stam Recov,Lagiacrus Vest,159,2
Status,Lagiacrus Vest,159,-2
Stam Recov,Lagiacrus Guards,159,1
Pierce Up,Lagiacrus Guards,159,3
Status,Lagiacrus Guards,159,-2
Stam Recov,Lagiacrus Coat,159,2
Pierce Up,Lagiacrus Coat,159,2
Status,Lagiacrus Coat,159,-2
Stam Recov,Lagiacrus Leggings,159,2
Pierce Up,Lagiacrus Leggings,159,3
Status,Lagiacrus Leggings,159,-2
Gloves Off,Zinogre Cap,160,2
Crit Element,Zinogre Cap,160,2
Ice Res,Zinogre Cap,160,-2
Gloves Off,Zinogre Vest,160,1
Crit Element,Zinogre Vest,160,2
Ice Res,Zinogre Vest,160,-2
